species,ate,se,ci_lower,ci_upper,pvalue,residuals
Arborophila davidi,0.28082549215192165,0.31453254435612793,-0.3356582947860891,0.8973092790899324,0.371945833120475,"(array([-0.23737334, -0.25396068, -0.25396068, -0.30024569, -0.23737334,
       -0.3007418 , -0.30024569, -0.30024569, -0.30024569, -0.29328176,
       -0.24438994, -0.28690695, -0.26101157, -0.29600647, -0.24812326,
       -0.26349258, -0.26349258, -0.29738492, -0.26635051, -0.29738492,
       -0.25225924, -0.25225924, -0.26635051, -0.25225924, -0.29738492,
       -0.2284386 , -0.22748269,  0.7715614 , -0.22748269, -0.24083535,
        0.79266492,  0.79266492,  0.77604161,  0.79266492, -0.22460021,
        0.77997735, -0.2220064 ,  0.76861538,  0.77580062, -0.23319205,
        0.80976654, -0.29438985,  0.80976654, -0.29438985, -0.23631225,
       -0.23631225, -0.29438985, -0.19023346, -0.29438985,  0.77442217,
        0.52978806,  0.48558486,  0.48558486,  0.4745392 ,  0.52978806,
       -0.5227974 ,  0.52978806,  0.52978806,  0.52978806, -0.47021194,
        0.4910608 ,  0.522358  ,  0.42272748,  0.49503559,  0.42134904,
        0.51445183,  0.51445183,  0.45935661,  0.45935661,  0.51445183,
        0.44556203,  0.4872863 ,  0.51445183,  0.44556203,  0.4872863 ,
       -0.47038737, -0.49542254,  0.50457746, -0.49608759, -0.47038737,
       -0.49542254, -0.49608759, -0.50128981, -0.49542254, -0.49275123,
       -0.44207824, -0.49377002, -0.49183908, -0.43121704, -0.49322683,
       -0.52439971,  0.50041164, -0.49958836,  0.58771094, -0.54081883,
       -0.49322683,  0.58771094, -0.54081883, -0.54081883, -0.54081883]), array([-0.03522811, -0.03542847, -0.03542847, -0.04129423, -0.03522811,
       -0.03818154, -0.04129423, -0.04129423, -0.04129423, -0.02979917,
       -0.02832639, -0.02731128, -0.02379255, -0.02732509, -0.02355434,
       -0.0258298 , -0.0258298 , -0.02732509, -0.02379255, -0.02732509,
       -0.02355434, -0.02355434, -0.02379255, -0.02355434, -0.02732509,
       -0.04737466, -0.04280659, -0.04737466, -0.04280659, -0.04189216,
       -0.03537155, -0.03537155,  0.9850934 , -0.03537155, -0.04481766,
       -0.03249188, -0.03472131, -0.03001804, -0.03340552, -0.02393599,
       -0.03045485, -0.01122817, -0.03045485, -0.01122817, -0.02393599,
       -0.02393599, -0.01122817, -0.03045485, -0.01122817, -0.03340552,
       -0.01272961, -0.04286333, -0.04286333, -0.03162268, -0.01272961,
       -0.04337739, -0.01272961, -0.01272961,  0.98727039, -0.01047557,
       -0.03485544, -0.00905119, -0.02799234, -0.0309892 , -0.02799234,
       -0.03102565, -0.03102565, -0.00905119, -0.00905119, -0.03102565,
       -0.02018713, -0.0309892 , -0.03102565, -0.02018713, -0.0309892 ,
       -0.01933278, -0.03176612, -0.03176612, -0.04815411, -0.01933278,
       -0.03176612, -0.04815411, -0.04932703,  0.96823388, -0.04278972,
       -0.03768774, -0.04014688, -0.0374529 , -0.0356507 , -0.03418497,
       -0.02033056, -0.0374529 , -0.0374529 , -0.0356507 , -0.01565436,
       -0.03418497, -0.0356507 , -0.01565436, -0.01565436, -0.01565436]))"
Carpococcyx renauldi,0.00058142616819364,0.0071151232602031985,-0.013364215421804628,0.01452706775819191,0.9348717996795994,"(array([-0.02938501, -0.01402091, -0.01549816, ..., -0.0003125 ,
       -0.01361435, -0.00238675], shape=(2025,)), array([-0.03807952, -0.03498157, -0.03928972, ..., -0.03386757,
       -0.03150306, -0.03386757], shape=(2025,)))"
Chelonia mydas,0.014243618324862529,0.0064505697392376,0.001600501635956833,0.026886735013768225,0.027236057484072873,"(array([-0.00120576, -0.00120576, -0.00108749, ..., -0.00107657,
       -0.00147267, -0.00249828], shape=(82650,)), array([-0.00722486, -0.00722486, -0.00701562, ..., -0.00553879,
       -0.00392805, -0.00390766], shape=(82650,)))"
Crocodylus siamensis,0.0027898920462436443,0.004880684993164523,-0.006776250540358821,0.01235603463284611,0.5675801523376365,"(array([ 0.00000000e+00, -2.27894257e-06, -2.27894257e-06, ...,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00], shape=(6325,)), array([-0.02450671, -0.02515654, -0.02515654, ..., -0.00895904,
       -0.0091531 , -0.00895904], shape=(6325,)))"
Cuora trifasciata,-0.0022662113095195512,0.0022871726186525962,-0.00674906964207864,0.0022166470230395377,0.32176602174951596,"(array([ 0.        ,  0.        ,  0.        , ..., -0.01345469,
       -0.01985555, -0.03523844], shape=(1025,)), array([-0.03610448, -0.03216715, -0.03610448, ..., -0.03394894,
       -0.02964468, -0.02879672], shape=(1025,)))"
Elephas maximus,0.026403830766499232,0.013875036359902221,-0.000791240498909121,0.053598902031907585,0.057043963092821226,"(array([-0.00708019, -0.00080659, -0.00104468, ...,  0.28992576,
        0.3229925 ,  0.3229925 ], shape=(7750,)), array([-0.02931191, -0.0323315 , -0.0323315 , ..., -0.02684351,
       -0.0280463 , -0.02797507], shape=(7750,)))"
Lophura edwardsi,-0.002370588094651536,0.008532922834391572,-0.019095116850059015,0.014353940660755942,0.781153104055031,"(array([ 0.00000000e+00, -2.70586932e-02, -2.89985977e-02, -3.10529111e-02,
       -2.89985977e-02, -1.90575699e-02, -5.53680940e-03,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00, -2.89985977e-02, -2.89985977e-02,
        0.00000000e+00, -3.15147535e-02, -2.05972791e-02, -1.09937447e-02,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00, -2.70586932e-02, -3.15147535e-02,
       -2.70586932e-02, -3.10529111e-02, -2.66740778e-02, -2.05972791e-02,
       -1.09937447e-02, -9.09090909e-04,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00, -2.89985977e-02,
       -2.89985977e-02, -3.10529111e-02, -3.15147535e-02,  0.00000000e+00,
       -1.90575699e-02,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00, -3.15147535e-02, -2.70586932e-02, -2.70586932e-02,
       -2.89985977e-02, -1.90575699e-02, -7.74873072e-03, -9.09090909e-04,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  1.00000000e+00, -3.56144991e-02, -3.56144991e-02,
       -3.56144991e-02, -3.22162630e-02, -2.82888847e-02, -1.22143203e-02,
        0.00000000e+00,  0.00000000e+00, -5.54218524e-03, -3.92856895e-03,
        0.00000000e+00, -5.07456344e-03, -4.09974557e-03, -4.09974557e-03,
       -5.07456344e-03, -4.09974557e-03,  0.00000000e+00, -3.92856895e-03,
       -3.92856895e-03, -4.09974557e-03, -5.54218524e-03,  0.00000000e+00,
       -3.92856895e-03, -5.54218524e-03, -3.61274745e-02, -3.26008784e-02,
       -3.29271667e-02, -3.61274745e-02, -3.61274745e-02, -2.46970246e-02,
       -1.50934903e-02, -5.07456344e-03, -5.07456344e-03, -3.92856895e-03,
       -5.54218524e-03, -3.92856895e-03, -5.07456344e-03,  0.00000000e+00,
       -3.92856895e-03, -5.54218524e-03,  0.00000000e+00, -4.09974557e-03,
       -3.92856895e-03, -5.54218524e-03,  0.00000000e+00,  0.00000000e+00,
       -5.54218524e-03, -5.07456344e-03, -5.54218524e-03]), array([-0.12016942, -0.13431531, -0.12559608, -0.11546707, -0.12559608,
       -0.11546707,  0.86605571, -0.11797181, -0.11621667,  0.89700386,
       -0.08342488, -0.09952302, -0.07169827, -0.08082304, -0.08380525,
       -0.07169827, -0.07169827, -0.07030102, -0.07126328, -0.07126328,
       -0.07545987, -0.07545987, -0.07383744, -0.07427406, -0.07126328,
       -0.12466469, -0.12600729, -0.12600729, -0.12466469, -0.11727965,
       -0.12261298,  0.87738702, -0.13435551, -0.12466469,  0.89911326,
       -0.07919615, -0.10269064, -0.07954375, -0.10008453, -0.08308352,
       -0.08308352, -0.07169423, -0.07125924, -0.0665631 , -0.07876933,
       -0.07125924, -0.0665631 , -0.07876933, -0.07119838, -0.0665631 ,
       -0.14193936, -0.12791405, -0.14193936, -0.12129656, -0.14193936,
       -0.13324738,  0.86675262,  0.85806064, -0.14193936, -0.10921001,
       -0.08420829, -0.09143659, -0.08751941, -0.09610966, -0.08423245,
       -0.08420829, -0.08420829, -0.09107381, -0.09044881, -0.09044881,
       -0.07699739, -0.08689472, -0.07699739, -0.07991826, -0.08689472,
       -0.12465291, -0.12465291, -0.11724649, -0.12103084, -0.1199192 ,
       -0.11724649,  0.8800808 ,  0.86699888, -0.11799609, -0.1159715 ,
       -0.09857985, -0.08024409, -0.08448679, -0.08448679, -0.07901382,
       -0.08647409, -0.07806624, -0.07614141, -0.07289428, -0.07109327,
       -0.07109327, -0.07289428, -0.07289428, -0.07289428, -0.07614141,
       -0.12441447, -0.11831673, -0.12428966, -0.12428966, -0.12506412,
       -0.11157207,  0.87571034, -0.12428966,  0.86971266, -0.10402918,
       -0.07920511, -0.07920511, -0.07273131, -0.07273131, -0.07527591,
       -0.08964172, -0.07951101, -0.07229632, -0.0760619 , -0.07558854,
       -0.07558854, -0.07187992, -0.07558854, -0.07558854, -0.07558854,
       -0.13018692, -0.1333933 , -0.1333933 , -0.1333933 , -0.16467934,
       -0.16467934,  0.8700522 ,  0.86981308,  0.87104323, -0.15060132,
       -0.13737095, -0.09732044, -0.09622405,  0.90537496, -0.09462504,
       -0.09408329,  0.90537496, -0.08580212, -0.11141614, -0.11141614,
       -0.09419005, -0.11392579, -0.08580212, -0.11141614, -0.11392579,
       -0.12583016, -0.16467934, -0.15154848, -0.12583016, -0.12583016,
       -0.13872663, -0.13872663,  0.8700522 ,  0.87180734, -0.15207612,
       -0.12722829, -0.13737095, -0.09622405, -0.09548577, -0.12499596,
       -0.12242644,  0.90988369, -0.09419005, -0.11141614, -0.11392579,
       -0.08580212, -0.08580212, -0.11392579, -0.08570202, -0.11392579]))"
Panthera tigris,-6.215964155529943e-05,0.002692694564876865,-0.005339840988713955,0.005215521705603356,0.9815828299430462,"(array([-0.00046045, -0.0009985 , -0.00098774, ..., -0.01679084,
       -0.02710908, -0.02850753], shape=(36400,)), array([-0.03580072, -0.03150824, -0.03546813, ..., -0.00478718,
       -0.00406651, -0.00403942], shape=(36400,)))"
Pongo abelii,-0.04533456062227846,0.052763891036570906,-0.14875178705395742,0.05808266580940051,0.3902320082744066,"(array([-6.52373268e-03, -7.63881295e-03, -8.28974512e-03, -7.63881295e-03,
       -6.52373268e-03, -6.52373268e-03, -1.20551004e-02, -8.95937490e-03,
       -4.97464822e-03, -1.08812319e-02, -3.18609743e-03, -3.64648294e-03,
       -2.35037638e-03, -2.85608549e-02, -6.67354918e-02, -2.25982798e-02,
       -8.70479095e-03, -8.96284638e-02, -8.70479095e-03, -4.38267023e-02,
       -9.91927886e-02, -1.04561478e-01, -4.52474298e-02, -2.15532057e-02,
       -4.52474298e-02, -2.59832929e-01, -3.23045199e-01, -3.23045199e-01,
       -3.23045199e-01, -3.23045199e-01, -2.58994693e-01, -2.98764587e-01,
       -2.42605596e-01, -2.99867513e-01, -2.54580814e-01, -3.35581834e-01,
       -3.34936673e-01, -3.30146006e-01, -3.46250778e-01, -3.18188036e-01,
       -3.20021369e-01, -3.44555542e-01, -3.46016224e-01, -3.24807171e-01,
       -3.23696060e-01, -3.44682890e-01, -3.42002990e-01, -3.23395985e-01,
       -3.63815605e-01, -3.23395985e-01, -6.62588626e-03, -6.52373268e-03,
       -6.62588626e-03, -7.63881295e-03, -2.83297745e-03, -8.28974512e-03,
       -6.52373268e-03, -8.94114927e-03, -4.97464822e-03, -8.99308828e-03,
       -8.95577285e-03, -3.64648294e-03, -1.01001301e-02, -2.85608549e-02,
       -1.96035658e-02, -1.34669431e-02, -3.75341798e-02, -8.70479095e-03,
       -4.38267023e-02, -8.70479095e-03, -2.15532057e-02, -1.04561478e-01,
       -1.04561478e-01, -4.52474298e-02, -2.28335079e-02, -3.37170131e-03,
       -1.75370636e-03, -1.75370636e-03, -1.75370636e-03, -2.53346602e-03,
       -3.11066654e-03, -3.92394975e-03, -2.85577973e-03, -7.70113584e-03,
       -5.73048404e-03, -4.44167203e-03, -5.73048404e-03, -2.14988788e-02,
       -3.52226086e-02, -8.56457316e-02, -2.93539046e-02, -1.01610698e-01,
        9.65365906e-01, -3.46340939e-02, -8.46083376e-02, -3.54924787e-02,
       -3.46340939e-02, -3.77919886e-02, -4.09247425e-02, -1.35098156e-01,
       -4.38510273e-01, -4.13084645e-01,  7.29978324e-01,  6.17226814e-01,
        5.95306975e-01, -3.82687472e-01, -2.65828767e-01, -2.65828767e-01,
       -4.10378855e-01,  5.84529712e-01,  5.85435083e-01, -4.25827116e-01,
       -4.50996682e-01,  5.33045388e-01,  5.14085724e-01,  5.10811164e-01,
        4.92644107e-01,  5.00762596e-01,  5.00762596e-01,  5.00347458e-01,
        4.92644107e-01, -4.93862069e-01,  5.22404833e-01,  5.22404833e-01,
        4.93123099e-01, -6.71532976e-02, -6.71532976e-02, -6.71532976e-02,
       -5.94884285e-02, -1.57473581e-02, -1.53473581e-02,  9.84652642e-01,
       -6.61116690e-02, -6.12449102e-02, -2.96665725e-02, -6.76231928e-02,
       -8.70343493e-02, -9.89519179e-02, -8.05186821e-02,  9.18996316e-01,
       -1.28361350e-01, -1.30473861e-01, -1.06892686e-01, -6.82716538e-02,
       -6.82716538e-02, -8.56577108e-02, -1.06892686e-01,  9.31473677e-01,
       -6.85263227e-02, -1.45505767e-01, -2.95368161e-03, -7.11145966e-03,
       -5.77235772e-04, -2.41206710e-03, -5.77235772e-04, -2.95368161e-03,
       -3.13963602e-03, -2.89400922e-03, -6.07724508e-03, -2.58925285e-03,
       -1.65919532e-02, -6.49235663e-03, -8.57345496e-03, -2.02633069e-02,
       -1.94829095e-02, -2.28111767e-02, -9.13245614e-02, -3.38873505e-02,
       -8.38120679e-02, -1.21262182e-01, -3.46340939e-02, -8.35119929e-02,
       -3.93196143e-02, -8.35119929e-02, -1.24812020e-01, -4.11908174e-01,
       -4.11908174e-01,  5.64443136e-01, -4.35556864e-01, -4.03064321e-01,
       -4.35556864e-01, -4.35912990e-01, -4.05053569e-01,  5.63697998e-01,
       -4.42617791e-01,  5.72836477e-01,  5.75349355e-01,  6.60548074e-01,
        5.90758556e-01,  5.30983412e-01,  5.25534052e-01,  5.20720258e-01,
        5.21789917e-01,  4.96625721e-01,  5.00762596e-01, -4.98319209e-01,
        5.23201103e-01,  5.02939965e-01,  5.23201103e-01,  4.97104712e-01,
       -6.58187112e-02, -5.13308479e-02, -6.58187112e-02, -5.13308479e-02,
       -5.86184005e-02, -5.86184005e-02, -5.19822521e-02, -1.39958669e-02,
       -7.09118481e-02, -7.85262083e-02, -7.66007493e-02, -7.09004306e-02,
       -7.60599393e-02, -1.14396139e-01, -1.07013782e-01, -9.22651699e-02,
       -6.82716538e-02, -1.27047803e-01, -1.30593970e-01, -1.36932489e-01,
       -1.27653864e-01, -1.33746301e-01, -6.85263227e-02, -8.56577108e-02,
       -1.33746301e-01, -2.00793651e-03, -2.00793651e-03, -3.38244523e-03,
       -5.35087325e-03, -1.92222222e-03, -2.25009228e-03, -1.10437710e-03,
       -4.23933960e-03, -7.42257546e-03, -1.99814693e-03, -1.53580474e-02,
       -6.08822604e-03, -3.63329822e-03, -1.31791770e-02, -1.95517465e-02,
       -2.42375326e-02, -9.00906555e-02, -8.34079373e-02, -8.34079373e-02,
       -1.20028277e-01, -1.18521924e-01, -8.31078623e-02,  9.62885816e-01,
       -8.31078623e-02, -8.31078623e-02, -3.38244523e-03, -3.85855415e-03,
       -5.87755378e-03, -3.38244523e-03, -2.08464497e-03, -3.85855415e-03,
       -4.76764506e-03, -1.68464497e-03, -5.87057123e-03, -9.09867609e-03,
       -5.87057123e-03, -5.87057123e-03, -1.91262478e-02, -1.31791770e-02,
       -1.87482630e-02, -6.64830744e-02, -3.00885678e-02, -3.79154123e-02,
       -3.16819206e-02, -1.20028277e-01, -1.18521924e-01, -3.71141844e-02,
       -4.10733070e-02, -4.10733070e-02, -1.23578114e-01]), array([-0.06620068, -0.08789951, -0.0804752 , -0.08789951, -0.06620068,
       -0.06689432, -0.09340454, -0.08789951,  0.93722025, -0.09475213,
       -0.08151092, -0.07339896, -0.07268154,  0.93301234, -0.06364701,
       -0.08332287,  0.92261104, -0.05611666, -0.07406134, -0.08332287,
       -0.05611666, -0.05611666, -0.08332287, -0.07980623, -0.08332287,
       -0.08667199, -0.06236695,  0.93763305, -0.06236695, -0.06236695,
       -0.08667199, -0.06855706, -0.07868056, -0.06959278, -0.08254263,
       -0.06579923,  0.93012227, -0.07308143, -0.07308143, -0.0794231 ,
       -0.0794231 , -0.06609584, -0.07695825, -0.07270754, -0.07270754,
       -0.07695825, -0.07695825, -0.072068  , -0.05312641, -0.072068  ,
       -0.06306333, -0.06620068, -0.06306333, -0.08789951, -0.06306333,
       -0.0804752 , -0.06689432, -0.0804752 ,  0.93722025, -0.06277975,
       -0.09475213,  0.92660104, -0.0912239 ,  0.93301234, -0.08716133,
       -0.070686  ,  0.91667713, -0.07406134, -0.08332287, -0.07406134,
       -0.07980623, -0.05611666, -0.05611666, -0.08332287, -0.05785558,
